4580472,29.13
4582516,29.10
4584568,29.04
4586612,29.00
4588660,29.01
4590712,29.05
4592756,29.11
4594800,29.17
4596848,29.20
4598900,29.17
4600952,29.12
4603000,29.10
4605052,29.06
4607100,29.06
4609156,29.10
4611196,29.15
4613236,29.19
4615284,29.23
4617332,29.21
4619388,29.18
4621436,29.13
4623480,29.07
4625528,29.06
4627580,29.08
4629624,29.11
4631668,29.16
4633716,29.19
4635760,29.18
4637812,29.15
4639864,29.10
4641912,29.06
4643960,29.00
4646004,28.98
4648056,28.99
4650100,29.00
4652148,29.00
4654196,28.93
4656248,28.85
4658292,28.76
4660344,28.63
4662392,28.55
4664440,28.49
4666488,28.45
4668536,28.43
4670580,28.42
4672628,28.40
4674676,28.36
4676724,28.29
4678776,28.22
4680820,28.15
4682872,28.07
4684924,28.02
4686964,28.00
4689012,27.97
4691060,27.92
4693108,27.84
4695160,27.73
4697204,27.59
4699252,27.45
4701300,27.34
4703348,27.24
4705400,27.15
4707444,27.09
4709496,26.98
4711544,26.89
4713592,26.78
4715640,26.64
4717688,26.52
4719732,26.40
4721780,26.30
4723828,26.22
4725880,26.15
4727924,26.08
4729976,26.00
4732024,25.89
4734076,25.76
4736120,25.62
4738168,25.48
4740212,25.35
4742260,25.24
4744308,25.14
4746360,25.01
4748416,24.87
4750460,24.73
4752516,24.57
4754564,24.39
4756616,24.23
4758664,24.07
4760720,23.95
4762764,23.82
4764812,23.68
4766860,23.55
4768908,23.40
4770968,23.27
4773016,23.11
4775068,22.95
4777120,22.80
4779172,22.69
4781216,22.55
4783268,22.40
4785312,22.25
4787364,22.08
4789424,21.92
4791480,21.75
4793536,21.57
4795592,21.41
4797656,21.25
4799716,21.10
4801772,20.91
4803832,20.72
4805892,20.52
4807944,20.35
4810008,20.16
4812064,19.99
4814124,19.83
4816180,19.68
4818240,19.55
4820292,19.34
4822352,19.13
4824412,18.93
4826472,18.76
4828532,18.60
4830592,18.41
4832652,18.24
4834712,18.09
4836760,17.93
4838820,17.76
4840876,17.52
4842936,17.28
4844996,17.07
4847052,16.88
4849120,16.68
4851188,16.51
4853244,16.34
4855304,16.18
4857360,15.98
4859416,15.74
4861476,15.48
4863536,15.26
4865596,15.08
4867648,14.89
4869712,14.72
4871768,14.55
4873828,14.41
4875884,14.22
4877948,14.00
4880004,13.72
4882060,13.48
4884124,13.27
4886188,13.08
4888236,12.91
4890296,12.75
4892352,12.60
4894408,12.40
4896472,12.15
4898536,11.87
4900592,11.59
4902648,11.36
4904708,11.16
4906772,10.97
4908832,10.81
4910892,10.65
4912956,10.47
4915012,10.22
4917068,9.96
4919076,9.68
4921064,9.42
4923044,9.22
4925052,9.05
4927048,8.88
4929044,8.75
4931052,8.58
4933040,8.37
4935056,8.10
4937044,7.83
4939036,7.52
4941052,7.30
4943044,7.09
4945040,6.93
4947044,6.78
4949052,6.65
4951036,6.45
4953028,6.19
4955024,5.90
4957020,5.61
4959012,5.36
4961008,5.15
4962996,4.96
4964988,4.81
4967000,4.67
4969000,4.49
4970988,4.28
4972984,3.99
4974972,3.69
4976960,3.43
4978960,3.19
4980956,3.00
4982936,2.84
4984936,2.70
4986940,2.54
4988936,2.34
4990932,2.07
4992928,1.80
4994928,1.51
4996928,1.26
4998924,1.06
5000912,0.89
5002888,0.73
5004868,0.60
5006852,0.41
5008840,0.18
5010828,-0.09
5012796,-0.38
5014788,-0.64
5016788,-0.85
5018788,-1.05
5020796,-1.19
5022784,-1.35
5024784,-1.54
5026800,-1.77
5028800,-2.02
5030812,-2.31
5032820,-2.58
5034836,-2.80
5036836,-3.02
5038828,-3.21
5040832,-3.37
5042860,-3.56
5044884,-3.76
5046892,-4.01
5048896,-4.28
5050912,-4.54
5052924,-4.79
5054936,-4.98
5056924,-5.17
5058916,-5.32
5060924,-5.50
5062916,-5.70
5064924,-5.94
5066944,-6.20
5068940,-6.46
5070960,-6.74
5072968,-7.00
5074984,-7.23
5077004,-7.45
5079004,-7.64
5081008,-7.85
5083012,-8.09
5085028,-8.32
5087044,-8.56
5089060,-8.80
5091064,-9.01
5093080,-9.23
5095100,-9.41
5097108,-9.57
5099124,-9.76
5101144,-9.97
5103148,-10.19
5105220,-10.40
5107296,-10.63
5109360,-10.83
5111436,-11.05
5113504,-11.22
5115576,-11.42
5117652,-11.64
5119720,-11.88
5121792,-12.13
5123856,-12.38
5125924,-12.57
5127992,-12.76
5130060,-12.95
5132132,-13.14
5134200,-13.33
5136268,-13.54
5138340,-13.77
5140408,-14.02
5142472,-14.23
5144540,-14.41
5146604,-14.57
5148680,-14.74
5150748,-14.89
5152820,-15.06
5154884,-15.26
5156956,-15.50
5159020,-15.74
5161084,-15.96
5163140,-16.15
5165200,-16.32
5167268,-16.47
5169324,-16.62
5171392,-16.80
5173452,-17.01
5175524,-17.25
5177584,-17.50
5179644,-17.71
5181708,-17.88
5183776,-18.02
5185848,-18.15
5187916,-18.29
5189988,-18.46
5192056,-18.65
5194120,-18.89
5196176,-19.15
5198240,-19.35
5200304,-19.52
5202368,-19.68
5204432,-19.81
5206500,-19.94
5208564,-20.14
5210624,-20.34
5212684,-20.58
5214744,-20.83
5216804,-21.04
5218864,-21.21
5220932,-21.34
5222996,-21.43
5225064,-21.53
5227128,-21.66
5229196,-21.82
5231268,-22.01
5233328,-22.26
5235388,-22.44
5237448,-22.59
5239516,-22.72
5241584,-22.80
5243648,-22.89
5245712,-23.01
5247776,-23.18
5249840,-23.39
5251896,-23.61
5253956,-23.81
5256016,-23.97
5258076,-24.09
5260140,-24.17
5262200,-24.23
5264264,-24.33
5266328,-24.46
5268392,-24.65
5270456,-24.86
5272516,-25.03
5274580,-25.17
5276640,-25.27
5278700,-25.32
5280760,-25.38
5282832,-25.47
5284892,-25.60
5286944,-25.77
5289004,-25.96
5291056,-26.13
5293112,-26.31
5295168,-26.45
5297228,-26.53
5299288,-26.58
5301352,-26.67
5303408,-26.79
5305468,-26.96
5307520,-27.14
5309568,-27.30
5311616,-27.44
5313672,-27.53
5315732,-27.58
5317792,-27.61
5319848,-27.68
5321900,-27.76
5323952,-27.86
5326008,-28.01
5328064,-28.14
5330112,-28.27
5332160,-28.39
5334212,-28.45
